(-163.56683125154564,-228.01829788161783,-234.56810720545985)
(-57.343240581833996,-81.16616064994277,-182.76278277332494)
(-276.48054980515803,-274.2071522256497,-92.67948032350631)
(-249.9848360811374,-195.87897874814303,-127.42170576427799)
(-25.88929159104829,-79.33317182689423,-67.73902328800254)
(-44.12833453310841,-295.2112418435981,-170.8913158664281)
(-294.33309527987444,-241.29372290056546,-106.38485206817307)
(-171.99759052614593,-262.0011919651183,-116.72072064462006)
(-257.996222008241,-41.09548791421864,-59.77568165038058)
(-80.17536963448856,-28.430892196166205,-146.07616906897042)
(-146.61724148296514,-185.00445643702542,-118.08663785839457)
(-214.37673468789197,-10.703368371065519,-208.99787468695197)
(-280.0636995439297,-8.305795498197785,-95.55191366169754)
(-27.53629953469715,-214.09375198204128,-39.6822421877008)
(-135.75907418518017,-98.25693373303997,-268.16920223482623)
(-0.8935411437855254,-77.78457897846066,-2.5687397639005916)
(-242.19085876575676,-88.90665907488865,-2.5264872629581623)
(-4.35364726577089,-184.96475466892463,-148.5977527229082)
(-240.39367782970393,-2.1009843194911086,-266.0476090868716)
(-284.0060224048586,-203.2062607380784,-294.54019288646424)
(-162.26600371957508,-267.7625527691263,-2.5325862986596066)
(-121.5601606053782,-186.21540101349396,-207.9968245160837)
(-106.00578824915179,-4.833601242180569,-279.6831486466587)
(-137.48156743236532,-298.7539408491971,-55.10098767076165)
(-68.73326468925569,-133.64082314254458,-200.32479854695353)
(-106.51088036502058,-252.14131276262404,-210.31664350450578)
(-140.38942160658164,-20.762190711702644,-195.97379628794513)
(-174.86661058174866,-242.06864604422333,-176.04878811237575)
(-105.36944549702022,-4.247344558192266,-109.94206677096973)
(-74.96793422890795,-78.99864770675656,-158.22848792049746)
(-132.6713726571466,-114.62152213178946,-213.25232712503058)
(-121.77699478153716,-194.698120066793,-169.1125998916591)
(-260.94322780143284,-177.95359959958762,-5.6606174089426045)
(-277.51963377739526,-49.19021366482724,-71.3710402127045)
(-210.01546807549065,-65.21711966264685,-281.1999177531789)
(-67.37804251646924,-283.8463123445626,-71.10337933597218)
(-195.86064711413135,-94.65359687516312,-0.9956581416190743)
(-108.89523284351353,-91.41954831823664,-7.822682927196086)
(-137.46530177779243,-267.15389796669956,-193.02692592092927)
(-228.0377828354886,-298.4965783686698,-20.11783947124215)
(-249.6005604091123,-56.20957251404707,-72.86383463288668)
(-212.73538261753185,-229.28783935059494,-136.71586739611055)
(-63.69278815199998,-161.51385684981645,-206.78540613524194)
(-59.96964529978415,-8.550001865909675,-151.93162210915202)
(-9.913127004998598,-23.184760438267404,-76.640569552083)
(-187.1957359489164,-96.13373061119752,-299.04255313555484)
(-223.69812479353075,-289.070127744543,-248.15922454598115)
(-278.7328100914472,-24.554667771860856,-284.34802875570136)
(-71.3918266241028,-260.0193461122765,-298.43716407182404)
(-37.29714414327106,-262.7098577968878,-29.563617882432485)
(-199.75385607752358,-61.067192465566244,-46.027931622481766)
(-246.72882646838886,-270.5051349691965,-68.61687651763081)
(-289.1359498416767,-222.48264891712154,-29.482241846127337)
(-142.19098347330223,-50.55293312482698,-71.81838774717595)
(-181.10160091862005,-224.75810626013572,-31.51940553792065)
(-114.32242474011238,-183.06341544000588,-172.10571002766383)
(-296.79588829850286,-286.13000855018544,-278.02023323591646)
(-269.4816100366199,-105.63536589282856,-184.53207866784578)
(-27.09445950950134,-242.76956419591286,-113.15404266638308)
(-39.92233598430858,-5.393511231894629,-3.1915385560606766)
(-157.33730161025068,-184.60710385016353,-33.636841932101646)
(-198.4404029194547,-107.08677387546061,-193.2394810539291)
(-4.631566303463014,-151.96412311626923,-157.03968851365366)
(-76.2849639674661,-159.61122120263448,-72.84619656451359)
(-247.3730086847188,-200.97745436782932,-289.38723301839315)
(-100.35694907367363,-8.442609484156666,-247.68247979544162)
(-39.85320318097921,-173.78643625709546,-178.9017028181095)
(-249.44889356638433,-173.62926368373607,-50.612090329725284)
(-209.89292021525114,-180.80063687567753,-289.53710268081807)
(-7.402841750546172,-31.01483092181276,-29.4969816846103)
(-189.15584790443557,-216.1164179887699,-61.02649610540169)
(-237.0727701339977,-72.92467928452108,-125.60753777059288)
(-55.67247851424867,-54.45922355497095,-284.13036895326667)
(-267.2322449650531,-216.58604733429183,-165.88167425197193)
(-16.645934507057124,-219.4070697402976,-215.95956614513156)
(-68.53195479663636,-107.47149584877307,-215.8617878905592)
(-210.55908448003066,-56.22167412530671,-55.96898678914551)
(-100.110536718424,-17.703665337177306,-2.3363289869644164)
(-35.17959902795135,-87.35852063898685,-10.030550877204867)
(-195.93122888343652,-238.7660598621716,-51.66007116828697)
(-156.22353295961761,-278.7365297322878,-164.93153692998553)
(-17.64884026669225,-285.39460315497945,-291.1719714891641)
(-246.13257629620773,-122.57195460370954,-100.47787518750187)
