(212.30951277446627,-422.1983863700157,164.03418822576907)
(172.93359839862467,156.10760209960006,97.58942204915581)
(322.0057297239508,-37.54402852566483,438.91657367726896)
(-379.50806148452875,314.9754476271861,-273.3783103881666)
(0.6330405511595245,295.5703907454741,6.756751624054743)
(-94.25802469110101,-25.093201356058273,293.0663426340981)
(236.30865975017718,338.8023305982207,-33.86342986959983)
(-146.21289570782682,-241.32607723947518,-54.82768920277704)
(92.90484174336848,-461.6549072171285,-429.12921375193457)
(-350.7398555140911,-157.71978318985185,-69.4781241893233)
(-398.952093573275,-271.8258679766658,88.65545791491377)
(401.64967414123225,-486.969728097077,-278.2214647702843)
(66.43404828486894,319.1812918378955,-233.89318200499252)
(-115.98755503456368,-289.06898466526894,253.55404006406138)
(130.54042219894893,-94.02155320693186,-473.68925213804386)
(320.04435446388914,-418.1820994153473,312.10106807458317)
(68.24943259199938,-211.4436705388439,-132.90124439920174)
(486.60630901505806,201.27994073398736,488.1911398822497)
(50.670902632550565,-226.32142458622974,-471.5461167998029)
(319.003695096123,60.47645739941345,466.91553133456557)
(-231.9615619711832,428.56888766361067,-433.068653618248)
(-221.88101187243905,396.4549872229255,175.85154742104226)
(-456.66966454631086,110.03613301333314,-407.4380587112242)
(71.40276694506929,497.10238717815616,-10.603612901105464)
(363.6860494461166,277.0898647378833,-320.93867734782117)
(93.47684865582391,-275.48581367493034,99.40798773089512)
(-446.4169874333741,-344.52660098602695,30.07244423572729)
(145.9181949983656,395.33218745426814,393.15466311127614)
(-192.46090852726394,451.5107794444683,206.76131836695015)
(-206.36741301072215,-8.43443518983753,-54.99843999059516)
(60.10823630393111,261.5957341961956,44.11186681816025)
(82.03486763666365,-454.9692028282748,114.02080985208568)
(275.54254893699783,319.38937212786675,283.3338706423343)
(-85.79723080683522,-393.12516412470814,403.5606055470972)
(340.4680706672989,-71.07442622949986,141.62205708065028)
(98.92913418792796,-39.39132955806076,-217.2669552368189)
(148.63365033540435,76.91387619547538,229.16050090793317)
(-467.44653730153703,-481.3026178671517,169.2571595312943)
(162.47582969821167,452.38177078387105,291.43974632094637)
(92.99163083625126,255.42156750805668,-212.67053003507942)
(-404.76267662879195,48.698314082547654,-318.8131977476321)
(-357.88482579842656,258.4349241351715,303.3813509885424)
(204.3827665781041,-95.0124214963015,330.1557234181706)
(-15.343228775162572,336.0548416786735,-144.8519145520184)
(26.383623990937508,-162.01890149232645,449.69980649834235)
(-333.0286401529553,-91.1994442144852,-388.67015145952945)
(347.7611519071319,-464.2897829414402,-347.93118299948014)
(84.07752294864224,263.36193839452756,-434.0852918195746)
(417.8630814171081,476.82682021721257,388.22666792648397)
(-122.50394125398634,-335.02269980726453,142.5887666350236)
(-198.15781104824106,-392.7781102267519,239.25811843376266)
(-21.97497970012074,115.9130117036359,-380.55748855625035)
(-331.0499461918723,-47.57096741691328,220.07705748322144)
(-237.98350543711433,-40.72389988848124,-473.25496636637155)
(293.66553079396886,464.72916219851186,-448.2762744143352)
(498.20238962729024,-381.985980841417,307.97908922326064)
(-209.4423553981228,-28.923031016810683,-189.53787860269455)
(-36.854565702403306,-56.46148006788832,-224.31771096628705)
(-208.2852227078493,-456.15740085697377,-212.30844245966557)
(-412.0598742214085,201.68078062413952,-1.7806421088199045)
(-182.76110770107124,456.78404625224414,-27.746998128794417)
(-373.4344904921801,373.4868940973362,203.20774319235204)
(482.74931377975156,211.7523968619987,383.54227445164224)
(400.98758993555543,31.894415186274728,499.4519800339049)
(-57.78000584002831,218.97913554065155,396.2905068743447)
